text,label,source_dataset,source_label
what are my insurance advantages,question,DeepPavlov/clinc_oos,74
i need to report a fraudulent transaction from postmates on my account,escalate,DeepPavlov/clinc_oos,70
am i talking with real person or ai,escalate,DeepPavlov/clinc_oos,117
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,spam,SMS Spam Collection,spam
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3",spam,SMS Spam Collection,spam
find the date of the last oil swap for my car,question,DeepPavlov/clinc_oos,37
is it possible for you to schedule a meeting for 3:00 on wednesday,lead,DeepPavlov/clinc_oos,18
what steps are involved in making lasagna,question,DeepPavlov/clinc_oos,104
when is it going to rain again,question,DeepPavlov/clinc_oos,5
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,spam,SMS Spam Collection,spam
what is the proper cooking time for this,question,DeepPavlov/clinc_oos,86
who is your manager,escalate,DeepPavlov/clinc_oos,57
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,spam,SMS Spam Collection,spam
when should my oil be changed,question,DeepPavlov/clinc_oos,123
i want to rent a car in boston for march 2 until march 4,lead,DeepPavlov/clinc_oos,40
"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",spam,SMS Spam Collection,spam
freeze my account for me,escalate,DeepPavlov/clinc_oos,20
how do i modify my insurance policy,lead,DeepPavlov/clinc_oos,64
what is the ac temperature,question,DeepPavlov/clinc_oos,10
which insurance plan do i currently have,lead,DeepPavlov/clinc_oos,74
for which reason was my card declined yesterday,escalate,DeepPavlov/clinc_oos,49
who can i rent a car from next month in orlando,lead,DeepPavlov/clinc_oos,40
tell me when someone looked at my car last,question,DeepPavlov/clinc_oos,37
how much longer until i need to get my oil changed,question,DeepPavlov/clinc_oos,123
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,spam,SMS Spam Collection,spam
can you help me locate lost luggage,escalate,DeepPavlov/clinc_oos,113
i need to replace my lost card,escalate,DeepPavlov/clinc_oos,12
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,spam,SMS Spam Collection,spam
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,SMS Spam Collection,spam
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",spam,SMS Spam Collection,spam
what is the warranty on my microwave,question,DeepPavlov/clinc_oos,42
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam,SMS Spam Collection,spam
tell me how to convert grams into ounces,question,DeepPavlov/clinc_oos,31
my car needs maintenance but i don't know if i can schedule an appointment for that,lead,DeepPavlov/clinc_oos,131
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam,SMS Spam Collection,spam
how are you named,question,DeepPavlov/clinc_oos,75
i think my chase account has been compromised and fraud committed,escalate,DeepPavlov/clinc_oos,70
my card's magnetic strip is not working and i want to notify them,escalate,DeepPavlov/clinc_oos,87
can i see my transactions on the 7th,question,DeepPavlov/clinc_oos,68
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",spam,SMS Spam Collection,spam
"i think there has been a fraud on my black visa card, can i report it",escalate,DeepPavlov/clinc_oos,70
i want to report fraudulent activity on my navy federal card,escalate,DeepPavlov/clinc_oos,70
my card is not working and i need to let them know,escalate,DeepPavlov/clinc_oos,87
"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",spam,SMS Spam Collection,spam
can you schedule a meeting with george for 4,lead,DeepPavlov/clinc_oos,18
what would you say my gas and phone bills are at,question,DeepPavlov/clinc_oos,27
INTERFLORA - It's not too late to order Interflora flowers for christmas call 0800 505060 to place your order before Midnight tomorrow.,spam,SMS Spam Collection,spam
U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,spam,SMS Spam Collection,spam
can you help me rent a car in las vegas,lead,DeepPavlov/clinc_oos,40
"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",spam,SMS Spam Collection,spam
can you report a lost card for me,escalate,DeepPavlov/clinc_oos,12
could you schedule a meeting room for 4:00 on thursday,lead,DeepPavlov/clinc_oos,18
how many days off have i taken until right now,question,DeepPavlov/clinc_oos,148
i want to change to a new allstate insurance plan,lead,DeepPavlov/clinc_oos,64
how do i make changes to my insurance policy,lead,DeepPavlov/clinc_oos,64
can i make a reservation for 8 pm at red robin for 3,lead,DeepPavlov/clinc_oos,23
"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",spam,SMS Spam Collection,spam
so are you a real person,escalate,DeepPavlov/clinc_oos,117
"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",spam,SMS Spam Collection,spam
"Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120",spam,SMS Spam Collection,spam
"could you freeze my account, please",escalate,DeepPavlov/clinc_oos,20
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,SMS Spam Collection,spam
i would like to report fraudulent activity on my chase card,escalate,DeepPavlov/clinc_oos,70
book a reservation for 3 at xenophobe under the name zebee,lead,DeepPavlov/clinc_oos,23
"can i make a reservation for 2 at state bird for 7:30, please",lead,DeepPavlov/clinc_oos,23
Back 2 work 2morro half term over! Can U C me 2nite 4 some sexy passion B4 I have 2 go back? Chat NOW 09099726481 Luv DENA Calls £1/minMobsmoreLKPOBOX177HP51FL,spam,SMS Spam Collection,spam
while on flight america airlines i lost luggage in o'hare,escalate,DeepPavlov/clinc_oos,113
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,spam,SMS Spam Collection,spam
are you a bot or a real person,escalate,DeepPavlov/clinc_oos,117
i need help making a pto request for march 3-10,lead,DeepPavlov/clinc_oos,97
i want to report fraudulent activity on my visa,escalate,DeepPavlov/clinc_oos,70
"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam,SMS Spam Collection,spam
can you put in a pto request for march 4 to march 6 for me,lead,DeepPavlov/clinc_oos,97
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,spam,SMS Spam Collection,spam
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,spam,SMS Spam Collection,spam
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each",spam,SMS Spam Collection,spam
i want help adjusting my insurance policy,lead,DeepPavlov/clinc_oos,64
can you book a table at the restaurant for me and my husband,lead,DeepPavlov/clinc_oos,23
so i made a fraudulent transaction,escalate,DeepPavlov/clinc_oos,70
are you a real person or software,escalate,DeepPavlov/clinc_oos,117
You have 1 new message. Please call 08718738034.,spam,SMS Spam Collection,spam
does the ai have a name,question,DeepPavlov/clinc_oos,75
how can i find the current interest rate for my account ending in 9012,question,DeepPavlov/clinc_oos,7
Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,spam,SMS Spam Collection,spam
will i be able to rent a car in boston from march 2 to march 4,lead,DeepPavlov/clinc_oos,40
can i rent a car out of lax from tuesday to thursday,lead,DeepPavlov/clinc_oos,40
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,spam,SMS Spam Collection,spam
what can't i carry-on to delta,question,DeepPavlov/clinc_oos,62
are you ai or a real person please,escalate,DeepPavlov/clinc_oos,117
what is the minimum i can pay on my insurance bill,question,DeepPavlov/clinc_oos,143
find out for me when my mastercard expires,question,DeepPavlov/clinc_oos,44
my stolen card needs to be reported,escalate,DeepPavlov/clinc_oos,12
tell me the answer to 1000 divided by 40,question,DeepPavlov/clinc_oos,138
i need to switch to a new insurance plan,lead,DeepPavlov/clinc_oos,64
how long does it take to get your yellow belt in karate,question,DeepPavlov/clinc_oos,42
create for me a pto request for march 16-21,lead,DeepPavlov/clinc_oos,97
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam,SMS Spam Collection,spam
For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk,spam,SMS Spam Collection,spam
i need to report my stolen card,escalate,DeepPavlov/clinc_oos,12
what time do i have to go to work today,question,DeepPavlov/clinc_oos,42
what was the temperature yesterday,question,DeepPavlov/clinc_oos,5
how many carry ons can i take on a flight with american airlines to japan,question,DeepPavlov/clinc_oos,62
i think i've been the victim of fraud,escalate,DeepPavlov/clinc_oos,70
who do i call to report my card as lost,question,DeepPavlov/clinc_oos,12
Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,spam,SMS Spam Collection,spam
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam,SMS Spam Collection,spam
help me reserve a table for 3 at lucky's under the name crystal at 8 pm,lead,DeepPavlov/clinc_oos,23
someone misused my card and put fraudulent transactions on it,escalate,DeepPavlov/clinc_oos,70
i think i have fraud on my account from walmart,escalate,DeepPavlov/clinc_oos,70
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",spam,SMS Spam Collection,spam
how long should i expect to wait for my new card in the mail,question,DeepPavlov/clinc_oos,90
can you make a reservation at the restaurant for tomorrow,lead,DeepPavlov/clinc_oos,23
is it true your a real person,escalate,DeepPavlov/clinc_oos,117
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam,SMS Spam Collection,spam
i spotted a fraudulent transaction from microsoft on my account,escalate,DeepPavlov/clinc_oos,70
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066368470",spam,SMS Spam Collection,spam
tell me why my card was declined yesterday,escalate,DeepPavlov/clinc_oos,49
tell me the reviews for bjs,question,DeepPavlov/clinc_oos,0
"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",spam,SMS Spam Collection,spam
WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,spam,SMS Spam Collection,spam
how much is 10kg in pounds and ounces,question,DeepPavlov/clinc_oos,31
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",spam,SMS Spam Collection,spam
what steps do i need to take to switch my insurance plan from an hmo to a high deductible ppo plan,lead,DeepPavlov/clinc_oos,64
book a reservation for 8 pm at red robin under the name kevin,lead,DeepPavlov/clinc_oos,23
tell me how low the air in my tires are,question,DeepPavlov/clinc_oos,98
i'm pretty sure i have a fraudulent transaction on my account,escalate,DeepPavlov/clinc_oos,70
i need to report a lost card,escalate,DeepPavlov/clinc_oos,12
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam,SMS Spam Collection,spam
it turns out my card was declined at fry's and i would like to know why,escalate,DeepPavlov/clinc_oos,49
"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",spam,SMS Spam Collection,spam
how can i unfreeze my bank account,question,DeepPavlov/clinc_oos,2
what would be the best way to deal with lost luggage,escalate,DeepPavlov/clinc_oos,113
what phrase means goodbye in hawaii,question,DeepPavlov/clinc_oos,61
i need to know how to report fraud on my discover card,escalate,DeepPavlov/clinc_oos,70
so why was my card declined yesterday,escalate,DeepPavlov/clinc_oos,49
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",spam,SMS Spam Collection,spam
would you please schedule a meeting room for 4:00 on thursday,lead,DeepPavlov/clinc_oos,18
which was my insurance plan again,lead,DeepPavlov/clinc_oos,74
schedule a meeting with tom for 6pm,lead,DeepPavlov/clinc_oos,18
