text,label,source_dataset,source_label
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,spam,SMS Spam Collection,spam
could i get assistance booking a car rental in las vegas,lead,DeepPavlov/clinc_oos,40
Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,spam,SMS Spam Collection,spam
is a car rental available out of lax from tuesday to thursday,lead,DeepPavlov/clinc_oos,40
how can i rent a car in boston,lead,DeepPavlov/clinc_oos,40
how long will it take for me to get to red robin in san diego,question,DeepPavlov/clinc_oos,78
could i rent a car out of dallas from april 1-10,lead,DeepPavlov/clinc_oos,40
i need to know why my card declined yesterday,escalate,DeepPavlov/clinc_oos,49
report fraudulent activity on my debit card,escalate,DeepPavlov/clinc_oos,70
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,spam,SMS Spam Collection,spam
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,spam,SMS Spam Collection,spam
i need to talk to someone about a fraudulent activity on my card,escalate,DeepPavlov/clinc_oos,70
i wish to request a change in insurance plans,lead,DeepPavlov/clinc_oos,64
88800 and 89034 are premium phone services call 08718711108,spam,SMS Spam Collection,spam
i think there's a fraudulent transaction on my account,escalate,DeepPavlov/clinc_oos,70
i want to change to a new allstate insurance plan,lead,DeepPavlov/clinc_oos,64
how do i alter my insurance policy,lead,DeepPavlov/clinc_oos,64
can i see my transactions on the 7th,question,DeepPavlov/clinc_oos,68
i need a newer insurance plan,lead,DeepPavlov/clinc_oos,64
i need to to know how to report a lost card,escalate,DeepPavlov/clinc_oos,12
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,spam,SMS Spam Collection,spam
Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv,spam,SMS Spam Collection,spam
"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",spam,SMS Spam Collection,spam
i want to make a reservation for 8 pm at red robin for 3,lead,DeepPavlov/clinc_oos,23
how are things,question,DeepPavlov/clinc_oos,82
tell me the reviews for bjs,question,DeepPavlov/clinc_oos,0
report lost card,escalate,DeepPavlov/clinc_oos,12
"tell me why my card was declined at auto zone, why",escalate,DeepPavlov/clinc_oos,49
how long does it take to replace a lost card,escalate,DeepPavlov/clinc_oos,90
Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam,SMS Spam Collection,spam
when is it going to rain again,question,DeepPavlov/clinc_oos,5
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",spam,SMS Spam Collection,spam
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow,spam,SMS Spam Collection,spam
can you explain why my card was declined,escalate,DeepPavlov/clinc_oos,49
where should i spend my time off,question,DeepPavlov/clinc_oos,149
am i able to place a pto request for february 20-25,lead,DeepPavlov/clinc_oos,97
do i have carrots on my shopping list,question,DeepPavlov/clinc_oos,43
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",spam,SMS Spam Collection,spam
tell me five dollars in yen and rubles,question,DeepPavlov/clinc_oos,38
SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,spam,SMS Spam Collection,spam
who do i contact for lost luggage,escalate,DeepPavlov/clinc_oos,113
how do i report a fraudulent charge on my visa,escalate,DeepPavlov/clinc_oos,70
what steps do i need to take to switch my insurance plan from an hmo to a high deductible ppo plan,lead,DeepPavlov/clinc_oos,64
i need to make a report due to fraudulent activity on my card,escalate,DeepPavlov/clinc_oos,70
how long can i leave pizza in the fridge,question,DeepPavlov/clinc_oos,54
Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,spam,SMS Spam Collection,spam
my damage card is not working,escalate,DeepPavlov/clinc_oos,87
i need to know why my card was declined,escalate,DeepPavlov/clinc_oos,49
"tell me what things i need to accomplish per my to do list, please",question,DeepPavlov/clinc_oos,48
is there a tire repair place near the post office,question,DeepPavlov/clinc_oos,72
"i need to report a stolen card, please",escalate,DeepPavlov/clinc_oos,12
how do i switch to a new insurance plan,lead,DeepPavlov/clinc_oos,64
Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,spam,SMS Spam Collection,spam
can i expect chili's to be busy at 4:30,question,DeepPavlov/clinc_oos,102
is there a certain type of gas i need to use,question,DeepPavlov/clinc_oos,8
4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,spam,SMS Spam Collection,spam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,SMS Spam Collection,spam
can you put in a pto request for me for july second and third,lead,DeepPavlov/clinc_oos,97
could you submit a pto request for me for dates june 11 to 14,lead,DeepPavlov/clinc_oos,97
am i talking with a real person,escalate,DeepPavlov/clinc_oos,117
Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,spam,SMS Spam Collection,spam
i need to know if you are a real person or an ai,escalate,DeepPavlov/clinc_oos,117
"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",spam,SMS Spam Collection,spam
is it true your a real person,escalate,DeepPavlov/clinc_oos,117
can you please freeze my account,escalate,DeepPavlov/clinc_oos,20
reserve a table for 3 at outback steakhouse under the name lance at 7:00pm,lead,DeepPavlov/clinc_oos,23
can you help me locate lost luggage,escalate,DeepPavlov/clinc_oos,113
explain why was my card declined at boston market,escalate,DeepPavlov/clinc_oos,49
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam,SMS Spam Collection,spam
can you schedule a meeting room for interviews on thursday,lead,DeepPavlov/clinc_oos,18
does our bank have free notary,question,DeepPavlov/clinc_oos,42
what do i have on my shopping list,question,DeepPavlov/clinc_oos,43
reserve a table for 4 at red robin under the name kevin at 7,lead,DeepPavlov/clinc_oos,23
can you put in a pto request for march 4 to march 6 for me,lead,DeepPavlov/clinc_oos,97
what am i allowed to ask you,question,DeepPavlov/clinc_oos,115
what if you want a new credit card,question,DeepPavlov/clinc_oos,91
how do i report fraud on my chase bank card,escalate,DeepPavlov/clinc_oos,70
lost luggage on flight america airlines in o'hare,escalate,DeepPavlov/clinc_oos,113
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",spam,SMS Spam Collection,spam
help me book a car rental in chicago for april 1st to 3rd get me an suv if possible,lead,DeepPavlov/clinc_oos,40
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate",spam,SMS Spam Collection,spam
is it possible to make a reservation at sushi king in virginia beach,lead,DeepPavlov/clinc_oos,9
i'm pretty sure this charge from sam's club is fraudulent,escalate,DeepPavlov/clinc_oos,70
what do i do to report a lost card,escalate,DeepPavlov/clinc_oos,12
what is 300 divided by 42,question,DeepPavlov/clinc_oos,138
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",spam,SMS Spam Collection,spam
how do i change my insurance policy,lead,DeepPavlov/clinc_oos,64
would you please schedule a meeting room for 4:00 on thursday,lead,DeepPavlov/clinc_oos,18
"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only £1.50/week. SavaMob - offers mobile!",spam,SMS Spam Collection,spam
i wanna learn a phrase in russian,question,DeepPavlov/clinc_oos,61
WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,spam,SMS Spam Collection,spam
how can i unfreeze my bank account,question,DeepPavlov/clinc_oos,2
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam,SMS Spam Collection,spam
is there a reason my card was declined,escalate,DeepPavlov/clinc_oos,49
"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3",spam,SMS Spam Collection,spam
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam,SMS Spam Collection,spam
i want to schedule a pto request on march 1-2,lead,DeepPavlov/clinc_oos,97
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),spam,SMS Spam Collection,spam
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,spam,SMS Spam Collection,spam
tell me how to retrieve my pin number,question,DeepPavlov/clinc_oos,89
i need the information on how to report a lost card,escalate,DeepPavlov/clinc_oos,12
"is it monday, tuesday, wednesday, thursday, friday, saturday, or sunday",question,DeepPavlov/clinc_oos,95
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,spam,SMS Spam Collection,spam
i was trying to buy a chainsaw at the tractor store and they said my card was declined,escalate,DeepPavlov/clinc_oos,49
how many vacation and sick days have i taken,question,DeepPavlov/clinc_oos,148
what is the due date for a bill,question,DeepPavlov/clinc_oos,56
report lost card to discover company,escalate,DeepPavlov/clinc_oos,12
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",spam,SMS Spam Collection,spam
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",spam,SMS Spam Collection,spam
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,spam,SMS Spam Collection,spam
"i need assistance with my lost luggage, i was on american airlines ab123 out of talahasse",escalate,DeepPavlov/clinc_oos,113
can you report a lost card for me,escalate,DeepPavlov/clinc_oos,12
how much is 10 us dollars in canadian dollars,question,DeepPavlov/clinc_oos,38
i'd like to report a fraudulent charge from people's natural gas,escalate,DeepPavlov/clinc_oos,70
can you schedule a meeting with james at the office,lead,DeepPavlov/clinc_oos,18
can you help me rent a car in las vegas,lead,DeepPavlov/clinc_oos,40
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,spam,SMS Spam Collection,spam
are there rooms available between 5 and 530,question,DeepPavlov/clinc_oos,18
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,spam,SMS Spam Collection,spam
tell me nutritional info for fish,question,DeepPavlov/clinc_oos,1
i was at walmart when my card was declined i was only trying to buy some candy,escalate,DeepPavlov/clinc_oos,49
are you a computer or a real person,escalate,DeepPavlov/clinc_oos,117
i want to report fraudulent activity on my amex card,escalate,DeepPavlov/clinc_oos,70
what's the name of my health insurance plan,lead,DeepPavlov/clinc_oos,74
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",spam,SMS Spam Collection,spam
did the manager approve my vacation yet,escalate,DeepPavlov/clinc_oos,101
how long until i should have my tires replaced,question,DeepPavlov/clinc_oos,47
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl,spam,SMS Spam Collection,spam
Marvel Mobile Play the official Ultimate Spider-man game (£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper,spam,SMS Spam Collection,spam
can you freeze my account,escalate,DeepPavlov/clinc_oos,20
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,spam,SMS Spam Collection,spam
what would be the best way to deal with lost luggage,escalate,DeepPavlov/clinc_oos,113
can you put in a pto request for me from march 1-7,lead,DeepPavlov/clinc_oos,97
who do you take orders from,question,DeepPavlov/clinc_oos,57
i may have had fraud committed on my account,escalate,DeepPavlov/clinc_oos,70
how do i schedule vacation days,lead,DeepPavlov/clinc_oos,97
74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,spam,SMS Spam Collection,spam
how good are the ratings for papa john's,question,DeepPavlov/clinc_oos,0
is it safe to travel to bermuda,question,DeepPavlov/clinc_oos,128
tell me the answer to 1000 divided by 40,question,DeepPavlov/clinc_oos,138
what things do you enjoy doing,question,DeepPavlov/clinc_oos,15
i see a fraudulent transaction from netflix on my account,escalate,DeepPavlov/clinc_oos,70
how do i update my insurance,question,DeepPavlov/clinc_oos,64
would i be able to put in a pto request for march 21-26,lead,DeepPavlov/clinc_oos,97
can i put in a pto request for december 3rd to december 10th,lead,DeepPavlov/clinc_oos,97
freeze my account immediately,escalate,DeepPavlov/clinc_oos,20
From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,spam,SMS Spam Collection,spam
who should i talk to about the fact that i inadvertently split my card almost in half,question,DeepPavlov/clinc_oos,87
PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,spam,SMS Spam Collection,spam
how do i keep my credit score from dropping,question,DeepPavlov/clinc_oos,28
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,spam,SMS Spam Collection,spam
please place a pto request for february 18th to the february 25th,lead,DeepPavlov/clinc_oos,97
what is the minimum i can pay on my insurance bill,question,DeepPavlov/clinc_oos,143
i want to report fraudulent activity on my capital one,escalate,DeepPavlov/clinc_oos,70
create emergency phone numbers list,escalate,DeepPavlov/clinc_oos,42
"when taking a flight with porter to toronto, how many carry ons can i take",question,DeepPavlov/clinc_oos,62
Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge,spam,SMS Spam Collection,spam
Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,spam,SMS Spam Collection,spam
XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,spam,SMS Spam Collection,spam
what is the lowest amount i can pay for my cable bill,question,DeepPavlov/clinc_oos,143
what date was my oil last changed,question,DeepPavlov/clinc_oos,37
switch my insurance plan to a new one,lead,DeepPavlov/clinc_oos,64
book a flight from denver to austin on the 16th and returning on the 20th,lead,DeepPavlov/clinc_oos,63
how to create a new aaa insurance plan,lead,DeepPavlov/clinc_oos,64
send a text and tell chris i’m not working today,escalate,DeepPavlov/clinc_oos,26
"my card was declined at the store yesterday, what happened",escalate,DeepPavlov/clinc_oos,49
lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,spam,SMS Spam Collection,spam
what is the result when you roll a four sided die,question,DeepPavlov/clinc_oos,92
it turns out my card was declined at fry's and i would like to know why,escalate,DeepPavlov/clinc_oos,49
what do i have scheduled for february 28th,question,DeepPavlov/clinc_oos,60
You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,spam,SMS Spam Collection,spam
why was my card declined just now when i tried to buy a jeep at carmax,escalate,DeepPavlov/clinc_oos,49
when is the next day i have off,question,DeepPavlov/clinc_oos,140
my insurance policy needs to be adjusted,lead,DeepPavlov/clinc_oos,64
i want to rent a car in boston for march 2 until march 4,lead,DeepPavlov/clinc_oos,40
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,spam,SMS Spam Collection,spam
use martins name to reserve a table at tropicana for 5 people at 8pm,lead,DeepPavlov/clinc_oos,23
i believe there are fraudulent charges on my card how can i report them,escalate,DeepPavlov/clinc_oos,70
what do i do to freeze my account,escalate,DeepPavlov/clinc_oos,20
i have to report fraudulent activity the bank of america card,escalate,DeepPavlov/clinc_oos,70
schedule a meeting with tom for 6pm,lead,DeepPavlov/clinc_oos,18
am i your manager,escalate,DeepPavlov/clinc_oos,57
can i make a reservation for 8 pm at red robin for 3,lead,DeepPavlov/clinc_oos,23
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,spam,SMS Spam Collection,spam
UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,spam,SMS Spam Collection,spam
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,spam,SMS Spam Collection,spam
Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,spam,SMS Spam Collection,spam
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,spam,SMS Spam Collection,spam
i need to report my stolen card,escalate,DeepPavlov/clinc_oos,12
how is the word acquaintance spelled,question,DeepPavlov/clinc_oos,73
i want to travel to new york and i would like to rent a car,lead,DeepPavlov/clinc_oos,40
500 free text msgs. Just text ok to 80488 and we'll credit your account,spam,SMS Spam Collection,spam
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,spam,SMS Spam Collection,spam
do i still have the reservation on march 21 at 8pm,question,DeepPavlov/clinc_oos,85
"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154",spam,SMS Spam Collection,spam
my card is not working and i need to let them know,escalate,DeepPavlov/clinc_oos,87
how to direct deposit my paycheck,question,DeepPavlov/clinc_oos,108
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",spam,SMS Spam Collection,spam
"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",spam,SMS Spam Collection,spam
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,spam,SMS Spam Collection,spam
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",spam,SMS Spam Collection,spam
can i hear the song after this one,question,DeepPavlov/clinc_oos,118
I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,spam,SMS Spam Collection,spam
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam,SMS Spam Collection,spam
who can i rent a car from next month in orlando,lead,DeepPavlov/clinc_oos,40
3. You have received your mobile content. Enjoy,spam,SMS Spam Collection,spam
"WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam,SMS Spam Collection,spam
i need to book a hotel room or suite for 2 adults and 2 children in orlando for july 1st through 5th,lead,DeepPavlov/clinc_oos,116
reserve a table for 3 at 7 for olive garden,lead,DeepPavlov/clinc_oos,23
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,spam,SMS Spam Collection,spam
i need to schedule a meeting,lead,DeepPavlov/clinc_oos,18
i am thinking of switching to a different insurance plan,lead,DeepPavlov/clinc_oos,64
i am obliged to report my stolen card,escalate,DeepPavlov/clinc_oos,12
what time do i have to go to work today,question,DeepPavlov/clinc_oos,42
i'm thinking someone may have used my card in a fraudulent way,escalate,DeepPavlov/clinc_oos,70
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",spam,SMS Spam Collection,spam
how is new insurance gotten,question,DeepPavlov/clinc_oos,64
tell me how much money i'm earning at my job,question,DeepPavlov/clinc_oos,93
can i get a car rental in boise from april 11th to april 13th,lead,DeepPavlov/clinc_oos,40
URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,spam,SMS Spam Collection,spam
what month and year will my visa card expire,question,DeepPavlov/clinc_oos,44
U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795.,spam,SMS Spam Collection,spam
can you please help me find my lost luggage,escalate,DeepPavlov/clinc_oos,113
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",spam,SMS Spam Collection,spam
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,spam,SMS Spam Collection,spam
"what time is it in glenwood springs, co",question,DeepPavlov/clinc_oos,4
is there a way to get a new insurance plan,lead,DeepPavlov/clinc_oos,64
is it possible to make reservations at the new york restaurant,question,DeepPavlov/clinc_oos,9
which was my insurance plan again,lead,DeepPavlov/clinc_oos,74
WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,spam,SMS Spam Collection,spam
tell me something funny about adulthood,question,DeepPavlov/clinc_oos,36
please look up if i can rent a car in houston from march 25 to march 29,lead,DeepPavlov/clinc_oos,40
is michonne wrong for not working with the kingdom to put on the fair,escalate,DeepPavlov/clinc_oos,42
how much is 10kg in pounds and ounces,question,DeepPavlov/clinc_oos,31
how would you categorize the pets you have,question,DeepPavlov/clinc_oos,34
tell me how to convert grams into ounces,question,DeepPavlov/clinc_oos,31
i want to rent a car in boise from april 12-15,lead,DeepPavlov/clinc_oos,40
what is the insurance plan that i'm signed up for,lead,DeepPavlov/clinc_oos,74
is new this a good insurance plan for me,lead,DeepPavlov/clinc_oos,64
is the request for vacation i filed with my manager at intel approved yet,escalate,DeepPavlov/clinc_oos,101
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,spam,SMS Spam Collection,spam
Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,spam,SMS Spam Collection,spam
book me a car rental between january 1st to january 3rd in denver colorado and id prefer a ford,lead,DeepPavlov/clinc_oos,40
walk me through making changes to my insurance policy,lead,DeepPavlov/clinc_oos,64
could you schedule a meeting room for 4:00 on thursday,lead,DeepPavlov/clinc_oos,18
are you a pet owner and what kind,question,DeepPavlov/clinc_oos,34
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",spam,SMS Spam Collection,spam
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam,SMS Spam Collection,spam
"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",spam,SMS Spam Collection,spam
Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,spam,SMS Spam Collection,spam
how long should i expect to wait for my new card in the mail,question,DeepPavlov/clinc_oos,90
You have 1 new message. Please call 08715205273,spam,SMS Spam Collection,spam
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,spam,SMS Spam Collection,spam
how do i check my rewards for my old navy card,question,DeepPavlov/clinc_oos,50
"URGENT! Your Mobile No was awarded a £2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",spam,SMS Spam Collection,spam
what plug type does russia use,question,DeepPavlov/clinc_oos,120
tell me the current balance of my bank accounts,question,DeepPavlov/clinc_oos,35
what is the tax rate that applies to me,question,DeepPavlov/clinc_oos,94
Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,spam,SMS Spam Collection,spam
discover card reporting fraud,escalate,DeepPavlov/clinc_oos,70
can you tell me why my card was declined,escalate,DeepPavlov/clinc_oos,49
what is the amount of vacation days i have left,question,DeepPavlov/clinc_oos,126
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,SMS Spam Collection,spam
i need to report fraudulent activity on my usaa card,escalate,DeepPavlov/clinc_oos,70
what is the process to schedule a meeting,lead,DeepPavlov/clinc_oos,18
i tried to make a purchase yesterday but my card was declined why,escalate,DeepPavlov/clinc_oos,49
what do you think you will refer to me as,question,DeepPavlov/clinc_oos,11
what is the best way to deal with my lost luggage,escalate,DeepPavlov/clinc_oos,113
what percentage of my income is taken out for taxes,question,DeepPavlov/clinc_oos,94
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",spam,SMS Spam Collection,spam
PRIVATE! Your 2003 Account Statement for 078,spam,SMS Spam Collection,spam
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,spam,SMS Spam Collection,spam
i need a pto request for the dates jan 15th to jan 20th,lead,DeepPavlov/clinc_oos,97
what is your preferred name,question,DeepPavlov/clinc_oos,75
turns out my card was declined at wal mart and i wanna know why,escalate,DeepPavlov/clinc_oos,49
is the traffic bad on the way to work,question,DeepPavlov/clinc_oos,24
what do you do when you're not working,escalate,DeepPavlov/clinc_oos,15
can you tell me how fast the average airplane enroute to california goes,question,DeepPavlov/clinc_oos,42
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,spam,SMS Spam Collection,spam
